item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX175,Pua Kumbu Tapestries,"The pua kumbu or 'cover cloth' is traditionally woven by Iban ladies to manifest their dreams. Very few in the community attain the status of master weaver, who is able to interpret dreams, weave patterns to represent their dreams and to tell the stories or julok of pua fabric.","weaving, textile, arts",Arts & Crafts,"Tanoti House, Kuching, Sarawak",Sarawak,450,5000,9.00 am - 5.30  PM,Daily,Not Mentioned,4.3,HO58,Tanoti,082-239 277,https://tanoticrafts.com/collections/pua-kumbu-tapestries?srsltid=AfmBOorJ9f0Yj7FnzGgGNUl_Qe_y9gf5BG7ZakiGsiaNi--e0TJll2WL,"The pua kumbu or 'cover cloth' is traditionally woven by Iban ladies to manifest their dreams. Very few in the community attain the status of master weaver, who is able to interpret dreams, weave patterns to represent their dreams and to tell the stories or julok of pua fabric.","weaving, textile, arts",9.00 a.m. - 5.30 p.m.,Daily,Not Mentioned,2725,"Pua Kumbu Tapestries weaving, textile, arts The pua kumbu or 'cover cloth' is traditionally woven by Iban ladies to manifest their dreams. Very few in the community attain the status of master weaver, who is able to interpret dreams, weave patterns to represent their dreams and to tell the stories or julok of pua fabric."
EX176,Pusat Manik Seramik Long Tuma (Handmade Ceramic Beads Lawas),"Community-based centre producing handmade ceramic beads with patterns unique to the Lawas area, preserving traditional artistry. (sarawaktourism.com)","beadwork, ceramic, sarawak, handmade",Arts & Crafts,Lawas,Sarawak,20,100,9:00  AM - 5:00  PM,Mon - Fri,Weekend,4.7,HO83,Long Tuma Bead Centre,013-807 1129,https://sarawaktourism.com/attraction/long-tuma-ceramic-beads-lawas,"Community-based centre producing handmade ceramic beads with patterns unique to the Lawas area, preserving traditional artistry. (sarawaktourism.com)","beadwork, ceramic, sarawak, handmade",9.00 a.m. - 5.00 p.m.,Monday - Friday,Weekend,60,"Pusat Manik Seramik Long Tuma (Handmade Ceramic Beads Lawas) beadwork, ceramic, sarawak, handmade Community-based centre producing handmade ceramic beads with patterns unique to the Lawas area, preserving traditional artistry. (sarawaktourism.com)"
EX177,Pusat Pengembangan Tenun Pahang Diraja Kg. Soi,"A cultural center showcasing Royal Pahang Weaving, with live demonstrations and opportunities to buy fine handwoven textiles. Visitors can experience the heritage of traditional Malay weaving.","tenunpahang, weaving, heritage",Arts & Crafts,"Kampung Soi, Kuantan",Pahang,80,800,9 AM - 5 PM,Daily,Sunday,4.8,HO152,Pusat Tenun Diraja,-5161841,Not Mentioned,"A cultural center showcasing Royal Pahang Weaving, with live demonstrations and opportunities to buy fine handwoven textiles. Visitors can experience the heritage of traditional Malay weaving.","tenunpahang, weaving, heritage",9.00 a.m. - 5.00 p.m.,Daily,Sunday,440,"Pusat Pengembangan Tenun Pahang Diraja Kg. Soi tenunpahang, weaving, heritage A cultural center showcasing Royal Pahang Weaving, with live demonstrations and opportunities to buy fine handwoven textiles. Visitors can experience the heritage of traditional Malay weaving."
EX178,Restoran Selera Nogori,Offers traditional Negeri Sembilan cuisine with a wide range of local dishes.,"restaurant, Negeri Sembilan, cuisine",Food & Culinary,"602&603, Jalan Haruan 4/8, Oakland Commercial Centre, 70300 Seremban, Negeri Sembilan",Negeri Sembilan,1,20,7.00  AM - 5.00  PM,Daily,Not Mentioned,4.4,HO207,Restoran Selera Nogori,013-233 3364,https://www.instagram.com/restoran_seleranogori/?hl=en,Offers traditional Negeri Sembilan cuisine with a wide range of local dishes.,"restaurant, negeri sembilan, cuisine",7.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,10.5,"Restoran Selera Nogori restaurant, negeri sembilan, cuisine Offers traditional Negeri Sembilan cuisine with a wide range of local dishes."
EX179,Rini Craft - Beg Kraftangan Anyaman,Workshop specializing in handwoven pandan and rattan bags crafted by Sabah's rural women artisans.,"handicraft, weaving, sabah, handmade",Arts & Crafts,Papar,Sabah,35,180,9:00  AM - 6:00  PM,Mon - Sat,Sunday,4.7,HO76,Rini Craft,013-883 5562,https://www.facebook.com/rinicraft,Workshop specializing in handwoven pandan and rattan bags crafted by Sabah's rural women artisans.,"handicraft, weaving, sabah, handmade",9.00 a.m. - 6.00 p.m.,Monday - Saturday,Sunday,107.5,"Rini Craft - Beg Kraftangan Anyaman handicraft, weaving, sabah, handmade Workshop specializing in handwoven pandan and rattan bags crafted by Sabah's rural women artisans."
EX180,Rong Reng Miri Sarawak,"Local Sarawak fashion & handicraft brand inspired by indigenous motifs, promoting cultural identity through creative designs. (facebook.com/RongRengMiri)","fashion, handicraft, sarawak, culture",Arts & Crafts,Miri,Sarawak,30,250,10:00  AM - 8:00  PM,Daily,Not Mentioned,4.9,HO82,Rong Reng Miri,012-886 3204,https://www.facebook.com/RongRengMiri,"Local Sarawak fashion & handicraft brand inspired by indigenous motifs, promoting cultural identity through creative designs. (facebook.com/RongRengMiri)","fashion, handicraft, sarawak, culture",10.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,140,"Rong Reng Miri Sarawak fashion, handicraft, sarawak, culture Local Sarawak fashion & handicraft brand inspired by indigenous motifs, promoting cultural identity through creative designs. (facebook.com/RongRengMiri)"
EX181,Ronna Creativa Rattan Craft,Online-based business selling rattan crafts for home decoration and daily use.,"rattan, craft, home decor",Arts & Crafts,"Jalan Datin Halimah, Johor, Malaysia, Johor Bahru, Malaysia",Johor,45,200,24 Hours,Daily,Saturday,4.9,HO175,Ronna Creative,Not Mentioned,https://shopee.com.my/tehatiey,Online-based business selling rattan crafts for home decoration and daily use.,"rattan, craft, home decor",24 Hours,Daily,Saturday,122.5,"Ronna Creativa Rattan Craft rattan, craft, home decor Online-based business selling rattan crafts for home decoration and daily use."
EX182,Royal Selangor Pewter Workshop (KL),Hands-on pewter crafting workshops and museum tours detailing traditional pewter techniques and community artisan history. Visitors can craft small items and visit the showroom.,"pewter, craft, workshop",Arts & Crafts,Royal Selangor Visit Centre,Kuala Lumpur,80,180,9am - 5pm,Daily,Not Mentioned,4.9,HO23,Royal Selangor ,03 4145 6122,Not Mentioned,Hands-on pewter crafting workshops and museum tours detailing traditional pewter techniques and community artisan history. Visitors can craft small items and visit the showroom.,"pewter, craft, workshop",9.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,130,"Royal Selangor Pewter Workshop (KL) pewter, craft, workshop Hands-on pewter crafting workshops and museum tours detailing traditional pewter techniques and community artisan history. Visitors can craft small items and visit the showroom."
EX183,Rumah Laksa Enam Bintang,"Local laksa eatery known for its rich broth and signature toppings, popular among food lovers in Johor.","laksa, restaurant, local food",Food & Culinary,"Jalan Melati, Kg Maju Jaya, Jalan Kempas Lama",Johor,5,14,4.30 PM - 10.30 PM,Daily,"Monday, Tuesday",4.8,HO177,Rumah Laksa,013-774 1887,https://www.facebook.com/saudagarantik.antik/,"Local laksa eatery known for its rich broth and signature toppings, popular among food lovers in Johor.","laksa, restaurant, local food",4.30 p.m. - 10.30 p.m.,Daily,"Monday, tuesday",9.5,"Rumah Laksa Enam Bintang laksa, restaurant, local food Local laksa eatery known for its rich broth and signature toppings, popular among food lovers in Johor."
EX184,Rumah Makan Perpateh,Restaurant serving traditional Negeri Sembilan dishes in a cozy kampung-style setting.,"Negeri Sembilan, restaurant, traditional food",Food & Culinary," Dataran kemuning, 28D, Jln Dataran Kemuning 2, Taman Cendana, 70450 Seremban, Negeri Sembilan",Negeri Sembilan,20,40,11.30  AM -10.00  PM,Daily,Friday,4.2,HO206,Dato' Rosyam Nor,010-837 2504,https://www.instagram.com/rumahmakanperpateh/?hl=en,Restaurant serving traditional Negeri Sembilan dishes in a cozy kampung-style setting.,"negeri sembilan, restaurant, traditional food",11.30 a.m. - 10.00 p.m.,Daily,Friday,30,"Rumah Makan Perpateh negeri sembilan, restaurant, traditional food Restaurant serving traditional Negeri Sembilan dishes in a cozy kampung-style setting."
EX185,Rustic Borneo Craft Ent,"Boutique promoting sustainable, eco-friendly Borneo crafts using bamboo, rattan, and recycled natural materials.","handicraft, eco, borneo, sabah",Arts & Crafts,Penampang,Sabah,25,250,9:00  AM - 5:30  PM,Mon - Sat,Sunday,4.6,HO74,Rustic Borneo Craft,014-825 6690,https://www.facebook.com/rusticborneocraft,"Boutique promoting sustainable, eco-friendly Borneo crafts using bamboo, rattan, and recycled natural materials.","handicraft, eco, borneo, sabah",9.00 a.m. - 5.30 p.m.,Monday - Saturday,Sunday,137.5,"Rustic Borneo Craft Ent handicraft, eco, borneo, sabah Boutique promoting sustainable, eco-friendly Borneo crafts using bamboo, rattan, and recycled natural materials."
EX186,Ruza Agrotech,"An agro-tourism destination in Kulim featuring farming, livestock, and educational activities for families and visitors.","agro tourism, farm, kulim, kedah",Nature & Eco,Lunas,Kedah,5,10,8.00  AM -10.00  PM,Daily,Not Mentioned,3.8,HO134,Ruza Agrotech,012-411 8825,https://sites.google.com/view/ruzaagrotech/utama,"An agro-tourism destination in Kulim featuring farming, livestock, and educational activities for families and visitors.","agro tourism, farm, kulim, kedah",8.00 a.m. - 10.00 p.m.,Daily,Not Mentioned,7.5,"Ruza Agrotech agro tourism, farm, kulim, kedah An agro-tourism destination in Kulim featuring farming, livestock, and educational activities for families and visitors."
EX187,Sabahan Local Food Cooking Class at Kinarut,"Learn to cook authentic Sabahan dishes with local instructors using fresh farm ingredients in a fun, hands-on cooking session.",localfood cookingclass sabahan,Food & Culinary,Kinarut,Sabah,0,325,9 AM - 3 PM,Monday - Friday,"Saturday , Sunday",4.9,HO221,Kinabalu Culinary,Not Mentioned,Klook Page,"Learn to cook authentic Sabahan dishes with local instructors using fresh farm ingredients in a fun, hands-on cooking session.",localfood cookingclass sabahan,9.00 a.m. - 3.00 p.m.,Monday - Friday,"Saturday , sunday",162.5,"Sabahan Local Food Cooking Class at Kinarut localfood cookingclass sabahan Learn to cook authentic Sabahan dishes with local instructors using fresh farm ingredients in a fun, hands-on cooking session."
EX188,Sahabat Gamelan (SAGA),"Sahabat Gamelan (SAGA) Warisan Sari is a cultural center dedicated to preserving and teaching traditional Malay gamelan music and dance. Open by appointment, it offers interactive learning sessions for groups interested in Malaysia's classical performing arts.","gamelan, music, dance, heritage, traditional art, performance, culture, Terengganu",Culture & Heritage,"Lot 20237 (sebelah Sek Keb, Jln Tok Jembal, Kampung Tok Jembal, 21300, Terengganu",Terengganu,10,30,10:00 a.m - 6:00 p.m,Daily,Sunday,4.7,HO81,Sahabat Gamelan,013-937 4747,https://www.facebook.com/sagawarisan/?locale=ms_MY,"Sahabat Gamelan (SAGA) Warisan Sari is a cultural center dedicated to preserving and teaching traditional Malay gamelan music and dance. Open by appointment, it offers interactive learning sessions for groups interested in Malaysia's classical performing arts.","gamelan, music, dance, heritage, traditional art, performance, culture, terengganu",10:00 a.m - 6:00 p.m,Daily,Sunday,20,"Sahabat Gamelan (SAGA) gamelan, music, dance, heritage, traditional art, performance, culture, terengganu Sahabat Gamelan (SAGA) Warisan Sari is a cultural center dedicated to preserving and teaching traditional Malay gamelan music and dance. Open by appointment, it offers interactive learning sessions for groups interested in Malaysia's classical performing arts."
EX189,Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings,"Culinary walking tour offering over 15 Malaysian dishes, from street eats to heritage recipes.","food tour, kuala lumpur, culinary, street food",Food & Culinary,Kuala Lumpur,Kuala Lumpur,211.94,230,4.30  PM - 10.30  PM,Daily,Not Mentioned,4.9,HO16,Siddoz,Not Mentioned,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d15699067-Sambal_Streets_Kuala_Lumpur_Food_Tour_with_15_Tastings-Kuala_Lumpur_Wilayah_Persek.html,"Culinary walking tour offering over 15 Malaysian dishes, from street eats to heritage recipes.","food tour, kuala lumpur, culinary, street food",4.30 p.m. - 10.30 p.m.,Daily,Not Mentioned,220.97,"Sambal Streets Kuala Lumpur Food Tour with 15+ Tastings food tour, kuala lumpur, culinary, street food Culinary walking tour offering over 15 Malaysian dishes, from street eats to heritage recipes."
EX190,Sarawak Handicraft Centre,"Collective of local makers offering handmade textiles, woodcarving, bead jewelry, and souvenir items. (sarawakhandicraft.com.my)","handicraft, culture, sarawak, souvenir",Arts & Crafts,Kuching Waterfront,Sarawak,10,200,9:00  AM - 7:00  PM,Daily,Not Mentioned,4.8,HO85,Sarawak Handicraft Centre,082-234 599,https://sarawakhandicraft.com.my,"Collective of local makers offering handmade textiles, woodcarving, bead jewelry, and souvenir items. (sarawakhandicraft.com.my)","handicraft, culture, sarawak, souvenir",9.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,105,"Sarawak Handicraft Centre handicraft, culture, sarawak, souvenir Collective of local makers offering handmade textiles, woodcarving, bead jewelry, and souvenir items. (sarawakhandicraft.com.my)"
EX191,Segong Handicraft,Produces & sells handmade woven products and traditional crafts by local Sarawak artisans.,"handicraft, weaving, sarawak, local",Arts & Crafts,Bau,Sarawak,25,150,9:30  AM - 6:00  PM,Mon - Sat,Sunday,4.6,HO84,Segong Craft House,011-229 9473,Not Mentioned,Produces & sells handmade woven products and traditional crafts by local Sarawak artisans.,"handicraft, weaving, sarawak, local",9.30 a.m. - 6.00 p.m.,Monday - Saturday,Sunday,87.5,"Segong Handicraft handicraft, weaving, sarawak, local Produces & sells handmade woven products and traditional crafts by local Sarawak artisans."
EX192,Sekati Emas Boat Tour,Scenic river cruise in Kuala Terengganu including iconic stops like Masjid Kristal and the drawbridge. Sekati Emas Boat Tour+1,"boat tour, nature, river cruise, terengganu",Nature & Eco,"Jeti Sekati Emas, Jalan Persiaran Limbong, 21000 Kuala Terengganu",Terengganu,30,100,6:30  AM - 8:30  PM ,Daily,Not Mentioned,4.8,HO98,Sekati Emas Boat Tour,019-448 7381,https://sekatiboattour.com Sekati Emas Boat Tour,Scenic river cruise in Kuala Terengganu including iconic stops like Masjid Kristal and the drawbridge. Sekati Emas Boat Tour+1,"boat tour, nature, river cruise, terengganu",6.30 a.m. - 8.30 p.m.,Daily,Not Mentioned,65,"Sekati Emas Boat Tour boat tour, nature, river cruise, terengganu Scenic river cruise in Kuala Terengganu including iconic stops like Masjid Kristal and the drawbridge. Sekati Emas Boat Tour+1"
EX193,Selling Craft by Orang Asli,Handmade crafts created by the indigenous Orang Asli community.,"orang asli, handicraft, culture",Arts & Crafts,"Central Market, No. G23, Ground Floor, Kuala Lumpur.",Kuala Lumpur,20,180,10.00  AM - 10.00  PM,Daily,Not Mentioned,,HO196,Asli Kraf,03-22741811,https://www.instagram.com/aslikraf/?hl=en,Handmade crafts created by the indigenous Orang Asli community.,"orang asli, handicraft, culture",10.00 a.m. - 10.00 p.m.,Daily,Not Mentioned,100,"Selling Craft by Orang Asli orang asli, handicraft, culture Handmade crafts created by the indigenous Orang Asli community."
EX194,"Sky Ladder Pineapple Farm, Port Dickson","Pineapple farm offering tours, product tasting, and photo spots with a sky ladder feature.","farm, pineapple, agro, tourism",Nature & Eco,Port Dickson,Negeri Sembilan,20,60,9:00  AM - 6:00  PM,Daily,Not Mentioned,4.8,HO35,Sky Ladder Pineapple Farm,010-1122 3344,https://www.facebook.com/skyladderpineapplefarm,"Pineapple farm offering tours, product tasting, and photo spots with a sky ladder feature.","farm, pineapple, agro, tourism",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,40,"Sky Ladder Pineapple Farm, Port Dickson farm, pineapple, agro, tourism Pineapple farm offering tours, product tasting, and photo spots with a sky ladder feature."
EX195,Sky Mirror Sekinchan,Natural wonder off Kuala Selangor where a sand bar reflects the sky like a mirror — a top spot for photography. skymirrortour.com+1,"nature, ecotourism, photography, selangor",Nature & Eco,"Sasaran Beach, Kuala Selangor",Selangor,70,150,6.00 AM - 1.00 PM,Daily,Not Mentioned,4.9,HO89,Sky Mirror Tour & Travel,010-509 1007,https://skymirrortour.com skymirrortour.com+1,Natural wonder off Kuala Selangor where a sand bar reflects the sky like a mirror — a top spot for photography. skymirrortour.com+1,"nature, ecotourism, photography, selangor",6.00 a.m. - 1.00 p.m.,Daily,Not Mentioned,110,"Sky Mirror Sekinchan nature, ecotourism, photography, selangor Natural wonder off Kuala Selangor where a sand bar reflects the sky like a mirror — a top spot for photography. skymirrortour.com+1"
EX196,Songket Weaving Memento Experience,"Tanoti artisans will assist participants to design their own fabric. Once the design is decided, participants will plot the pattern out on graph paper and then proceed to a dedicated loom to weave. Depending on the design, the mini project should be able to complete between 2-2.5 hours","weaving, textile, arts",Arts & Crafts,"Tanoti House, Kuching, Sarawak",Sarawak,0,250,8.00 AM - 4.00pm,Daily,Not Mentioned,4.3,HO59,Tanoti,0 82 239 277,https://tanoticrafts.com/products/tanoti-songket-weaving-experience,"Tanoti artisans will assist participants to design their own fabric. Once the design is decided, participants will plot the pattern out on graph paper and then proceed to a dedicated loom to weave. Depending on the design, the mini project should be able to complete between 2-2.5 hours","weaving, textile, arts",8.00 a.m. - 4.00 p.m.,Daily,Not Mentioned,125,"Songket Weaving Memento Experience weaving, textile, arts Tanoti artisans will assist participants to design their own fabric. Once the design is decided, participants will plot the pattern out on graph paper and then proceed to a dedicated loom to weave. Depending on the design, the mini project should be able to complete between 2-2.5 hours"
EX197,Step Into Batu Caves,Guided cultural and religious experience through the Batu Caves temples and limestone formations.,"batu caves, culture, tour, heritage",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,190,8.00  AM - 4.00  PM,Daily,Not Mentioned,5,HO18,Eddy,Not Mentioned,https://www.airbnb.com/experiences/4458059,Guided cultural and religious experience through the Batu Caves temples and limestone formations.,"batu caves, culture, tour, heritage",8.00 a.m. - 4.00 p.m.,Daily,Not Mentioned,95,"Step Into Batu Caves batu caves, culture, tour, heritage Guided cultural and religious experience through the Batu Caves temples and limestone formations."
EX198,Stong Heritage Eco Resort,"Eco-friendly resort near Gunung Stong offering jungle trekking, waterfall exploration, and nature-based stays.","eco resort, nature, adventure, kelantan",Nature & Eco,Dabong,Kelantan,100,200,24 hours,Daily,Not Mentioned,4.5,HO133,Stong Heritage Eco Resort,013-838 3828,https://www.facebook.com/p/Stong-Heritage-Eco-Resort-100063565512039/,"Eco-friendly resort near Gunung Stong offering jungle trekking, waterfall exploration, and nature-based stays.","eco resort, nature, adventure, kelantan",24 hours,Daily,Not Mentioned,150,"Stong Heritage Eco Resort eco resort, nature, adventure, kelantan Eco-friendly resort near Gunung Stong offering jungle trekking, waterfall exploration, and nature-based stays."
EX199,Sumiran Eco Park & Resort,"Lakeside eco-resort offering kayaking, camping, team-building, and family nature retreats. (sumiranecopark.com)","ecotourism, resort, nature, sarawak",Nature & Eco,"Kampung Hilir, Batu Kawa",Sarawak,60,300,8:00  AM - 10:00  PM,Daily,Not Mentioned,4.7,HO86,Sumiran Eco Park,019-887 1877,https://sumiranecopark.com,"Lakeside eco-resort offering kayaking, camping, team-building, and family nature retreats. (sumiranecopark.com)","ecotourism, resort, nature, sarawak",8.00 a.m. - 10.00 p.m.,Daily,Not Mentioned,180,"Sumiran Eco Park & Resort ecotourism, resort, nature, sarawak Lakeside eco-resort offering kayaking, camping, team-building, and family nature retreats. (sumiranecopark.com)"
EX200,Sungai Lima Pulau Ketam Eco Tour,"Guided eco-tour through mangroves and fishing-village life at Pulau Ketam, Selangor. Tripadvisor+1","ecotourism, mangrove, fishing village, selangor",Nature & Eco,Pulau Ketam,Selangor,165,200,9:00  AM - 5:00  PM,Daily,Not Mentioned,4.7,HO90,Pulau Ketam Eco Tour,011-667 1912,https://kualalumpurbudgettour.com/offer-packages/crabisland-firefly-tours.html kualalumpurbudgettour.com,"Guided eco-tour through mangroves and fishing-village life at Pulau Ketam, Selangor. Tripadvisor+1","ecotourism, mangrove, fishing village, selangor",9.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,182.5,"Sungai Lima Pulau Ketam Eco Tour ecotourism, mangrove, fishing village, selangor Guided eco-tour through mangroves and fishing-village life at Pulau Ketam, Selangor. Tripadvisor+1"
EX201,Take a Guided Ride on the Wind and Green Malacca,Eco-friendly cycling tour through Malacca's countryside and historical areas.,"cycling tour, eco, malacca, outdoor",Nature & Eco,Ayer Salak,Melaka,0,218,7.00  AM - 11.00  PM,Daily,Not Mentioned,4.9,HO22,Joseph,Not Mentioned,https://www.airbnb.ie/experiences/1793557,Eco-friendly cycling tour through Malacca's countryside and historical areas.,"cycling tour, eco, malacca, outdoor",7.00 a.m. - 11.00 p.m.,Daily,Not Mentioned,109,"Take a Guided Ride on the Wind and Green Malacca cycling tour, eco, malacca, outdoor Eco-friendly cycling tour through Malacca's countryside and historical areas."
EX202,Talula Hill Farm Resort,"A farm resort near Gunung Lambak offering fruit picking, animal feeding, and scenic mountain views — ideal for eco-retreats.","farm resort, eco tourism, mountain",Nature & Eco,"PTD 40612, Jln Padang Tembak, 86000 Kluang, Johor Darul Ta'zim",Johor,439,534,Upon Booking,Daily,Not Mentioned,4.4,HO186,Talula Hill Farm Resort Kluang,019-375 5818,https://talulahill.com/,"A farm resort near Gunung Lambak offering fruit picking, animal feeding, and scenic mountain views — ideal for eco-retreats.","farm resort, eco tourism, mountain",Upon Booking,Daily,Not Mentioned,486.5,"Talula Hill Farm Resort farm resort, eco tourism, mountain A farm resort near Gunung Lambak offering fruit picking, animal feeding, and scenic mountain views — ideal for eco-retreats."
EX203,Taman Eko Rimba Sungai Pauh,"A popular eco park and camping site surrounded by lush greenery, perfect for picnics and family recreation.","eco park, camping, nature, cameron highlands",Nature & Eco,Cameron Highlands,Pahang,5,10,8:00  AM - 6:00  PM,Daily,Tuesday,4.8,HO57,Jabatan Perhutanan Pahang,09-573 2911,https://www.forestry.gov.my,"A popular eco park and camping site surrounded by lush greenery, perfect for picnics and family recreation.","eco park, camping, nature, cameron highlands",8.00 a.m. - 6.00 p.m.,Daily,Tuesday,7.5,"Taman Eko Rimba Sungai Pauh eco park, camping, nature, cameron highlands A popular eco park and camping site surrounded by lush greenery, perfect for picnics and family recreation."
EX204,Tanjak Warisan by Tanjak Lestari Balong Ayam Songket,"Custom handmade tanjak using traditional songket fabric, symbolizing Malay heritage.","tanjak, songket, craft, heritage",Culture & Heritage,Seri Kembangan,Selangor,125,250,8.30  PM - 11.00  PM,Monday - Friday,"Saturday , Sunday",5,HO8,Tanjak Lestari,017-876 9685,https://shopee.com.my/Tanjak-Warisan-by-Tanjak-Lestari-Balong-Ayam-songket-i.40935164.9261579770,"Custom handmade tanjak using traditional songket fabric, symbolizing Malay heritage.","tanjak, songket, craft, heritage",8.30 p.m. - 11.00 p.m.,Monday - Friday,"Saturday , sunday",187.5,"Tanjak Warisan by Tanjak Lestari Balong Ayam Songket tanjak, songket, craft, heritage Custom handmade tanjak using traditional songket fabric, symbolizing Malay heritage."
EX205,Tanjak Warisan Tokwan,"A local craft shop specializing in handmade Malay tanjak (traditional headgear), showcasing Perlis heritage craftsmanship.",handicraft culture heritage,Culture & Heritage,Kangar,Perlis,20,150,10 AM - 6 PM,Daily,Sunday,4.7,HO217,Tokwan Craft,-3450777,Not Mentioned,"A local craft shop specializing in handmade Malay tanjak (traditional headgear), showcasing Perlis heritage craftsmanship.",handicraft culture heritage,10.00 a.m. - 6.00 p.m.,Daily,Sunday,85,"Tanjak Warisan Tokwan handicraft culture heritage A local craft shop specializing in handmade Malay tanjak (traditional headgear), showcasing Perlis heritage craftsmanship."
EX206,Tanjak Warisan Yusoff,Online shop selling traditional Malay tanjak and accessories for cultural and ceremonial wear.,"tanjak, traditional attire, crafts",Culture & Heritage,"NO.8A, TAPAK PASAR MINGGU, PEKAN, Tunjang, 06000 Jitra, Kedah",Kedah,55,150,24 hours,Daily,Not Mentioned,3.8,HO190,Tanjak Warisan Yusoff,010 336 2469,https://www.instagram.com/tanjakwarisanyusoff/reels/,Online shop selling traditional Malay tanjak and accessories for cultural and ceremonial wear.,"tanjak, traditional attire, crafts",24 hours,Daily,Not Mentioned,102.5,"Tanjak Warisan Yusoff tanjak, traditional attire, crafts Online shop selling traditional Malay tanjak and accessories for cultural and ceremonial wear."
EX207,Tekat Benhafni,"Tekat by Benhafni specializes in traditional Malay gold thread embroidery, offering custom-made pieces and interactive workshops. Visitors can learn the delicate art of tekat from skilled artisans while supporting the preservation of Perak's rich cultural and artistic heritage.","tekat, embroidery, gold thread, craft, heritage, workshop, arts, Perak",Arts & Crafts,Ipoh Perak,Perak,250,1500,Upon Booking,Upon Booking,Upon Booking,4.2,HO145,Muhammad Hilmi bin Muhammad Hafni,011-3078 0506,https://www.facebook.com/p/Tekat-Benhafni-61572586137183/,"Tekat by Benhafni specializes in traditional Malay gold thread embroidery, offering custom-made pieces and interactive workshops. Visitors can learn the delicate art of tekat from skilled artisans while supporting the preservation of Perak's rich cultural and artistic heritage.","tekat, embroidery, gold thread, craft, heritage, workshop, arts, perak",Upon Booking,Upon Booking,Upon Booking,875,"Tekat Benhafni tekat, embroidery, gold thread, craft, heritage, workshop, arts, perak Tekat by Benhafni specializes in traditional Malay gold thread embroidery, offering custom-made pieces and interactive workshops. Visitors can learn the delicate art of tekat from skilled artisans while supporting the preservation of Perak's rich cultural and artistic heritage."
EX208,Teratak Rimba Amir,Tranquil nature retreat in Selangor offering forest stays and village-style eco experiences.,"nature, retreat, eco stay, selangor",Nature & Eco,Selangor,Selangor,80,250,9:00  AM - 7:00  PM,Daily,Not Mentioned,4.5,HO92,Teratak Rimba Amir,013-879 4410,Not Mentioned,Tranquil nature retreat in Selangor offering forest stays and village-style eco experiences.,"nature, retreat, eco stay, selangor",9.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,165,"Teratak Rimba Amir nature, retreat, eco stay, selangor Tranquil nature retreat in Selangor offering forest stays and village-style eco experiences."
EX209,Terengganu Songket,"Traditional textile house specialising in premium hand-woven songket, representing Terengganu's weaving heritage. Terengganu Songket+1","songket, traditional craft, textile, terengganu",Arts & Crafts,Kuala Terengganu,Terengganu,200,4500,10:00  AM - 8:00  PM ,Daily,Not Mentioned,4.6,HO106,Terengganu Songket,013-948 8888,https://terengganusongket.com/contact Terengganu Songket,"Traditional textile house specialising in premium hand-woven songket, representing Terengganu's weaving heritage. Terengganu Songket+1","songket, traditional craft, textile, terengganu",10.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,2350,"Terengganu Songket songket, traditional craft, textile, terengganu Traditional textile house specialising in premium hand-woven songket, representing Terengganu's weaving heritage. Terengganu Songket+1"
EX210,The Art Attic,"Art and lifestyle boutique supporting Sabah's creative scene through local artworks, crafts, and home décor.","art, craft, sabah, handmade",Arts & Crafts,Kota Kinabalu,Sabah,20,400,10:00  AM - 7:00  PM,Daily,Not Mentioned,4.7,HO73,The Art Attic KK,011-1504 9203,https://www.instagram.com/theartattic.kk,"Art and lifestyle boutique supporting Sabah's creative scene through local artworks, crafts, and home décor.","art, craft, sabah, handmade",10.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,210,"The Art Attic art, craft, sabah, handmade Art and lifestyle boutique supporting Sabah's creative scene through local artworks, crafts, and home décor."
EX211,The Backyard Glamping Cameron Highlands,"Unique glamping experience with stylish tents, mountain views, and campfire nights.","glamping, nature, cameron highlands, outdoor",Nature & Eco,Cameron Highlands,Pahang,150,350,2:00  PM - 12:00  PM,Daily,Not Mentioned,4.9,HO66,The Backyard Glamping,018-772 2299,https://www.facebook.com/TheBackyardGlampingCH,"Unique glamping experience with stylish tents, mountain views, and campfire nights.","glamping, nature, cameron highlands, outdoor",2.00 p.m. - 12.00 p.m.,Daily,Not Mentioned,250,"The Backyard Glamping Cameron Highlands glamping, nature, cameron highlands, outdoor Unique glamping experience with stylish tents, mountain views, and campfire nights."
